id,customer_id,bank,type,valid_month,valid_year,expiry_month,expiry_year,card_no,card_limit
641,641,"Wells Fargo","VISA",7,2001,3,2018,"4329-3809-7785-7443",663724
642,642,"JPMorgan Chase","VISA",8,2000,6,2019,"4823-9498-9634-9990",684273
643,643,"JPMorgan Chase","MASTER",3,2001,7,2022,"5873-5767-5168-1145",575055
644,644,"JPMorgan Chase","VISA",3,2002,8,2021,"2678-4105-2550-4141",363330
645,645,"Citibank","MASTER",11,2002,8,2018,"5214-8740-3053-2522",422398
646,646,"Bank of America","VISA",9,2003,6,2020,"2678-8620-1960-1532",845440
647,647,"Bank of America","VISA",9,2000,10,2018,"3768-9221-6551-9051",995774
648,648,"Bank of America","VISA",10,2004,4,2021,"5119-7352-8982-7185",962142
649,649,"Citibank","MASTER",2,2004,7,2022,"5214-4802-8134-2815",75943
650,650,"Bank of America","VISA",5,2001,6,2022,"4823-4582-3936-7913",688742
651,651,"Citibank","VISA",3,2004,6,2019,"3768-3944-2087-3290",205514
652,652,"JPMorgan Chase","VISA",3,2000,2,2019,"5873-9463-9766-5069",410084
653,653,"US Bancorp","VISA",7,2001,2,2019,"4823-1588-6760-9070",871262
654,654,"Citibank","VISA",10,2000,10,2019,"4725-8579-5877-2056",51501
655,655,"Wells Fargo","VISA",3,2004,9,2019,"5214-6758-9869-7365",902185
656,656,"Bank of America","VISA",1,2002,2,2022,"5214-8581-8861-9397",811410
657,657,"Citibank","VISA",8,2001,11,2022,"3768-1344-4670-9315",533153
658,658,"Citibank","AMEX",3,2001,7,2018,"5214-3481-3455-5516",823696
659,659,"Citibank","VISA",11,2000,6,2022,"4329-4042-3228-7194",747353
660,660,"Bank of America","VISA",11,2002,5,2020,"4725-9485-8803-3938",924410
661,661,"Citibank","VISA",2,2002,2,2022,"4725-9322-6947-4839",925354
662,662,"Citibank","VISA",7,2000,4,2018,"5873-4685-4401-6145",350360
663,663,"Citibank","MASTER",8,2003,11,2022,"5214-8292-2461-1891",576616
664,664,"Morgan Stanley","VISA",5,2004,2,2022,"2678-1741-6951-6967",100437
665,665,"Bank of America","VISA",3,2003,2,2022,"5214-5320-7315-1294",989808
666,666,"Citibank","VISA",4,2003,1,2022,"4725-3055-2104-3057",457386
667,667,"Citibank","VISA",4,2004,11,2020,"5873-6192-2642-3726",28289
668,668,"Citibank","VISA",1,2001,11,2018,"5214-8813-2948-7491",790230
669,669,"Citibank","VISA",8,2001,1,2020,"5214-3535-3914-9338",460146
670,670,"Bank of America","AMEX",3,2000,6,2019,"2678-8521-4855-9602",271170
671,671,"PNC Financial Services","VISA",9,2003,7,2021,"4725-2938-3738-1798",20729
672,672,"Wells Fargo","VISA",8,2004,6,2019,"5214-4790-8174-9147",631989
673,673,"Citibank","VISA",9,2003,3,2018,"5873-9035-9147-4206",700102
674,674,"Citibank","VISA",3,2002,1,2018,"4725-8962-3531-9794",850551
675,675,"Citibank","AMEX",1,2001,4,2020,"3768-2353-1987-9696",272043
676,676,"Citibank","AMEX",5,2004,1,2019,"5214-4985-2633-9182",585120
677,677,"Citibank","MASTER",5,2004,8,2019,"4329-8777-8600-9564",268556
678,678,"Citibank","VISA",11,2000,11,2019,"5214-7433-7441-7163",804577
679,679,"Bank of America","VISA",3,2001,4,2022,"4329-2349-6773-2735",217858
680,680,"Bank of America","VISA",4,2004,10,2018,"4725-7564-5298-5439",828012
681,681,"Bank of America","VISA",10,2003,2,2020,"4823-1118-4618-4763",896543
682,682,"Bank of America","VISA",11,2003,4,2021,"2678-7268-9149-1440",636235
683,683,"Bank of America","VISA",2,2003,3,2020,"5873-1401-1292-4008",784107
684,684,"JPMorgan Chase","MASTER",4,2004,2,2021,"2678-5049-3350-4350",237749
685,685,"Wells Fargo","VISA",7,2001,8,2020,"5873-8092-5491-5437",533716
686,686,"Wells Fargo","MASTER",6,2004,1,2020,"2678-1796-3818-8361",994835
687,687,"Citibank","VISA",7,2000,6,2020,"5873-8776-3677-8513",579217
688,688,"Citibank","VISA",9,2004,4,2022,"5214-6119-7320-4275",677183
689,689,"Citibank","VISA",7,2001,3,2020,"4725-1937-2622-4617",793867
690,690,"Citibank","MASTER",4,2004,5,2020,"5873-5763-3671-7402",225299
691,691,"JPMorgan Chase","VISA",7,2003,6,2022,"2678-5789-2927-9776",570669
692,692,"Citibank","AMEX",10,2002,3,2018,"5119-3744-9056-9814",629868
693,693,"Morgan Stanley","VISA",3,2002,2,2022,"5873-7290-2507-7881",834648
694,694,"Citibank","VISA",6,2004,5,2019,"5119-6984-1550-8710",10099
695,695,"Citibank","VISA",3,2001,2,2019,"4725-8324-9066-8079",138593
696,696,"Bank of America","VISA",1,2002,10,2021,"5873-7612-7918-8196",747814
697,697,"Citibank","MASTER",2,2001,4,2021,"5214-8973-4128-1774",211889
698,698,"Bank of America","VISA",3,2004,6,2020,"4725-3895-3228-8580",196122
699,699,"Wells Fargo","VISA",11,2001,1,2022,"5214-6808-5123-9261",878474
700,700,"Wells Fargo","MASTER",8,2001,7,2021,"5214-1242-3667-8435",918034
701,701,"JPMorgan Chase","VISA",4,2004,4,2022,"4725-1799-2838-1063",507369
702,702,"Citibank","AMEX",8,2003,4,2019,"5873-5307-9335-8273",10291
703,703,"JPMorgan Chase","VISA",3,2002,4,2022,"3768-1004-3802-9394",928803
704,704,"Wells Fargo","VISA",1,2000,6,2020,"4725-2405-1618-5762",653476
705,705,"Wells Fargo","AMEX",6,2004,10,2021,"2678-7470-7590-9961",641353
706,706,"Citibank","VISA",1,2000,4,2018,"4823-2432-6424-3107",49068
707,707,"Bank of America","VISA",5,2004,10,2022,"3768-4737-5487-9408",954325
708,708,"Citibank","VISA",5,2002,5,2021,"5119-7439-2881-9071",20751
709,709,"Wells Fargo","MASTER",5,2000,9,2020,"2678-7842-5428-7881",759652
710,710,"Citibank","VISA",10,2000,11,2019,"3768-3876-9215-3533",820140
711,711,"Bank of America","VISA",6,2000,8,2022,"5214-1041-7997-2658",330325
712,712,"Wells Fargo","VISA",4,2001,5,2019,"4329-7269-4509-2077",884797
713,713,"JPMorgan Chase","VISA",3,2004,4,2021,"4725-8832-6854-2558",718252
714,714,"Wells Fargo","VISA",9,2001,8,2019,"4725-3652-6843-6439",424099
715,715,"JPMorgan Chase","AMEX",10,2004,4,2020,"5873-5842-2360-5020",973245
716,716,"Bank of America","AMEX",2,2001,10,2019,"5214-2267-6387-7149",801594
717,717,"JPMorgan Chase","MASTER",6,2002,1,2021,"4823-9475-2593-6532",45961
718,718,"Bank of America","VISA",1,2000,2,2018,"2678-9684-8421-2776",868980
719,719,"Bank of America","VISA",11,2002,11,2020,"4725-2371-6457-4209",581002
720,720,"Bank of America","VISA",10,2003,7,2022,"3768-2551-9818-4943",416078
721,721,"JPMorgan Chase","VISA",3,2003,4,2020,"5214-7376-4375-2239",314947
722,722,"Bank of America","VISA",5,2000,3,2022,"5119-3641-5566-8597",975213
723,723,"Wells Fargo","VISA",10,2004,4,2021,"4725-6165-1785-9433",625190
724,724,"Goldman Sachs","VISA",9,2001,4,2022,"4725-7825-2473-7907",175627
725,725,"Citibank","AMEX",3,2002,1,2021,"4725-8683-4208-3030",744535
726,726,"Citibank","MASTER",5,2001,3,2021,"5214-4589-2904-5460",173836
727,727,"Citibank","MASTER",5,2001,1,2019,"4823-5227-4683-1535",398452
728,728,"Citibank","AMEX",3,2001,6,2018,"2678-4141-5265-3512",81262
729,729,"JPMorgan Chase","VISA",5,2001,2,2018,"5873-4443-2690-3610",996399
730,730,"Morgan Stanley","VISA",1,2003,6,2018,"5214-3223-4729-2721",195560
731,731,"Bank of America","VISA",8,2004,8,2020,"5119-2286-1620-3530",282811
732,732,"US Bancorp","MASTER",11,2004,5,2021,"2678-9365-2893-1086",938146
733,733,"Citibank","VISA",2,2004,2,2020,"4823-7712-8605-9564",487274
734,734,"JPMorgan Chase","VISA",4,2002,4,2020,"5214-6430-2945-8987",360681
735,735,"Citibank","VISA",3,2003,4,2019,"4823-6577-4694-9731",607191
736,736,"Bank of America","MASTER",4,2000,1,2021,"4823-3397-5924-5507",983572
737,737,"JPMorgan Chase","VISA",1,2002,7,2019,"2678-5766-8517-7952",124184
738,738,"Wells Fargo","VISA",1,2002,1,2021,"4725-6747-2188-7792",277633
739,739,"Citibank","VISA",11,2001,3,2018,"5119-7187-5347-6015",369494
740,740,"Citibank","VISA",11,2004,5,2020,"4725-6128-9747-9984",959333
741,741,"Citibank","VISA",1,2001,11,2021,"4725-2768-1134-7107",81126
742,742,"JPMorgan Chase","VISA",4,2000,8,2022,"2678-7657-4658-4209",419354
743,743,"Bank of America","MASTER",1,2000,7,2022,"4725-7754-3863-7069",802806
744,744,"Citibank","AMEX",10,2003,5,2021,"4329-1767-7655-4671",269962
745,745,"Bank of America","VISA",5,2004,2,2022,"5873-8075-3754-9326",241599
746,746,"Citibank","VISA",9,2001,6,2019,"2678-3654-2285-1130",483974
747,747,"Goldman Sachs","MASTER",1,2004,9,2021,"2678-8057-4932-1772",863033
748,748,"Citibank","VISA",8,2002,4,2022,"3768-3304-4866-3055",977943
749,749,"Bank of America","VISA",1,2003,10,2020,"5119-1514-1823-1876",124176
750,750,"JPMorgan Chase","VISA",3,2000,9,2018,"5214-9554-5766-2260",349030
751,751,"Citibank","VISA",5,2002,7,2019,"3768-2976-6118-1833",511588
752,752,"Bank of America","VISA",5,2002,5,2021,"2678-2810-6992-8060",812985
753,753,"JPMorgan Chase","VISA",2,2002,9,2021,"5214-3074-4869-2214",489327
754,754,"JPMorgan Chase","VISA",8,2003,3,2018,"4329-3141-1209-9473",710641
755,755,"Citibank","VISA",9,2003,4,2019,"5873-4513-2222-2769",397476
756,756,"JPMorgan Chase","VISA",1,2000,4,2019,"5214-7972-9838-7683",655822
757,757,"Bank of America","VISA",6,2002,1,2018,"4823-9106-4379-9885",702386
758,758,"Citibank","VISA",10,2002,5,2019,"5214-1839-5526-9229",904035
759,759,"Wells Fargo","VISA",6,2000,6,2018,"2678-9622-6064-2815",916547
760,760,"Wells Fargo","VISA",2,2004,5,2022,"2678-7504-7617-6918",540569
761,761,"Citibank","VISA",4,2003,9,2019,"2678-7846-3838-8644",858786
762,762,"Citibank","VISA",6,2000,6,2021,"5214-6147-5700-7874",336060
763,763,"Citibank","VISA",1,2001,10,2020,"4823-1361-7390-5956",553063
764,764,"Citibank","MASTER",7,2002,5,2021,"5214-2886-6097-1701",393199
765,765,"Bank of America","VISA",10,2001,6,2022,"2678-7462-9467-6180",616465
766,766,"Bank of America","VISA",3,2004,6,2020,"5119-1828-1915-3496",13602
767,767,"JPMorgan Chase","VISA",1,2003,7,2022,"2678-7328-7688-8179",312749
768,768,"Bank of America","MASTER",6,2001,1,2020,"5214-3161-9839-6825",299181
769,769,"Citibank","MASTER",1,2001,8,2021,"2678-5413-9389-8356",654403
770,770,"Citibank","VISA",4,2003,7,2022,"4823-2888-6772-2892",486964
771,771,"JPMorgan Chase","VISA",1,2002,2,2020,"4329-9150-7912-7424",483955
772,772,"Morgan Stanley","VISA",7,2002,7,2022,"4725-6088-2567-7637",216916
773,773,"Wells Fargo","VISA",9,2002,2,2021,"2678-6091-5858-3135",58445
774,774,"Citibank","MASTER",9,2000,3,2019,"4725-5290-4965-7194",989032
775,775,"Citibank","MASTER",7,2001,3,2019,"4725-9078-8624-4234",906903
776,776,"US Bancorp","VISA",5,2000,1,2018,"5873-2611-6381-7776",662970
777,777,"Bank of America","MASTER",8,2004,6,2018,"4725-3644-4549-7062",19340
778,778,"JPMorgan Chase","VISA",8,2002,9,2020,"4725-4528-8490-3358",492800
779,779,"PNC Financial Services","VISA",3,2002,5,2019,"4823-7891-8292-1671",444876
780,780,"Goldman Sachs","VISA",4,2004,8,2019,"4725-3171-5781-6456",174029
781,781,"Citibank","VISA",6,2004,4,2019,"3768-2297-7044-8867",490075
782,782,"Bank of America","VISA",10,2004,4,2022,"3768-7953-2204-1045",602370
783,783,"PNC Financial Services","VISA",10,2004,3,2022,"5873-7705-3108-1560",655965
784,784,"Wells Fargo","VISA",6,2004,8,2022,"5873-5768-4811-3227",84737
785,785,"JPMorgan Chase","VISA",5,2003,3,2018,"5873-6907-8929-7361",13449
786,786,"US Bancorp","VISA",3,2003,3,2020,"4823-6611-5937-6326",88151
787,787,"Citibank","VISA",6,2003,2,2018,"4725-7463-1467-2422",829540
788,788,"Morgan Stanley","VISA",9,2004,2,2022,"5873-4237-8064-8840",192011
789,789,"Citibank","VISA",1,2003,8,2021,"4725-4013-3144-4521",818574
790,790,"JPMorgan Chase","AMEX",6,2001,7,2020,"5119-8002-4849-9970",334514
791,791,"Citibank","VISA",6,2001,9,2019,"5214-1626-7013-7265",199916
792,792,"Bank of America","VISA",3,2000,10,2020,"4823-4422-5804-6371",11586
793,793,"JPMorgan Chase","VISA",9,2004,2,2019,"5873-6846-5816-8978",103230
794,794,"Citibank","MASTER",7,2002,4,2020,"3768-7893-9076-2549",726745
795,795,"Citibank","VISA",11,2000,7,2018,"3768-3039-1030-5099",11380
796,796,"Citibank","VISA",9,2003,6,2019,"4823-6243-8049-6413",318154
797,797,"Bank of America","MASTER",11,2002,1,2019,"4329-4076-5744-1336",88838
798,798,"US Bancorp","VISA",2,2000,3,2020,"5119-6073-4573-2620",725078
799,799,"JPMorgan Chase","VISA",4,2002,2,2021,"4329-9936-9185-2530",976116
800,800,"PNC Financial Services","AMEX",5,2001,9,2019,"4725-6732-6460-6846",442974
801,801,"Citibank","VISA",2,2004,6,2022,"4823-7815-4325-3079",268891
802,802,"JPMorgan Chase","MASTER",8,2001,1,2020,"4725-7770-4853-6024",87845
803,803,"PNC Financial Services","VISA",3,2004,9,2022,"4329-5047-8667-5454",71615
804,804,"Citibank","VISA",6,2004,7,2021,"4725-6720-2880-1737",445493
805,805,"Wells Fargo","VISA",9,2003,7,2021,"5214-8864-4064-8733",806083
806,806,"US Bancorp","VISA",3,2004,4,2019,"4823-5673-4676-7285",174895
807,807,"Citibank","AMEX",11,2000,5,2021,"3768-7208-9955-4077",362512
808,808,"Citibank","VISA",5,2004,5,2018,"2678-9382-3166-9156",314198
809,809,"Goldman Sachs","VISA",7,2001,6,2018,"4725-8272-3375-3570",202172
810,810,"JPMorgan Chase","VISA",10,2002,7,2019,"4725-6691-8115-2942",686103
811,811,"Citibank","MASTER",2,2003,11,2021,"5119-8772-3317-6986",567319
812,812,"Citibank","VISA",10,2001,6,2020,"4823-3918-8907-6345",602030
813,813,"Citibank","VISA",4,2000,8,2018,"5873-9770-5517-8033",33146
814,814,"Wells Fargo","VISA",6,2002,11,2022,"5119-6373-8379-7491",807285
815,815,"Citibank","MASTER",6,2001,2,2020,"4823-9034-5382-5868",748579
816,816,"Citibank","VISA",11,2000,8,2019,"5873-6780-8561-4152",515599
817,817,"JPMorgan Chase","MASTER",5,2004,8,2018,"3768-6173-4105-7149",337365
818,818,"Citibank","MASTER",10,2004,4,2022,"5214-1084-8642-2201",175665
819,819,"US Bancorp","VISA",9,2003,8,2020,"4823-4531-8315-5606",357998
820,820,"Wells Fargo","AMEX",2,2004,3,2021,"5873-6059-5698-4239",662392
821,821,"JPMorgan Chase","AMEX",7,2003,2,2021,"2678-3405-3879-2043",865980
822,822,"Bank of America","VISA",8,2003,5,2022,"2678-6492-9084-7361",385405
823,823,"Citibank","AMEX",7,2004,4,2022,"4329-3802-2370-2927",434992
824,824,"Bank of America","VISA",11,2003,11,2022,"5214-3216-9586-7173",883595
825,825,"Bank of America","VISA",3,2003,4,2022,"5214-4065-1847-5125",579572
826,826,"Bank of America","VISA",7,2002,6,2018,"5873-4384-9352-1467",236392
827,827,"Citibank","VISA",6,2000,3,2020,"5214-4924-9433-6616",794638
828,828,"Citibank","VISA",8,2004,9,2021,"4725-6072-8341-5911",632687
829,829,"Bank of America","VISA",8,2000,3,2019,"3768-8411-5964-1547",754213
830,830,"Citibank","AMEX",6,2002,6,2021,"2678-5751-1290-4862",511311
831,831,"Citibank","VISA",9,2001,2,2020,"4725-9509-8527-1011",142736
832,832,"US Bancorp","AMEX",6,2000,1,2021,"5119-9944-9951-5780",985845
833,833,"JPMorgan Chase","VISA",1,2000,7,2019,"3768-1546-5710-1662",940152
834,834,"Wells Fargo","VISA",6,2002,2,2018,"4329-8712-4556-2430",736669
835,835,"Citibank","VISA",8,2002,10,2021,"2678-3752-6645-6581",652557
836,836,"US Bancorp","VISA",4,2000,2,2018,"3768-1526-2638-7807",371953
837,837,"Citibank","VISA",3,2003,4,2022,"4823-5899-8526-2392",359265
838,838,"Citibank","VISA",8,2003,10,2020,"5873-1490-3380-8620",315400
839,839,"Goldman Sachs","VISA",10,2003,10,2020,"2678-4358-4354-7881",714581
840,840,"Citibank","VISA",9,2003,5,2021,"4823-8884-1429-2060",897665
841,841,"Wells Fargo","VISA",3,2001,10,2021,"4823-2773-2324-3507",815084
842,842,"Citibank","AMEX",5,2001,5,2020,"5873-7295-3379-7028",620822
843,843,"Citibank","VISA",8,2003,11,2021,"5214-6749-9255-8878",448082
844,844,"Bank of America","AMEX",3,2003,4,2020,"4823-5915-8211-4661",353576
845,845,"JPMorgan Chase","VISA",4,2001,1,2020,"3768-5509-3325-5057",117242
846,846,"Bank of America","MASTER",11,2001,9,2021,"4725-6985-6267-3481",450974
847,847,"JPMorgan Chase","VISA",5,2000,7,2020,"5873-4945-3317-6903",707647
848,848,"Citibank","VISA",6,2001,9,2019,"5119-7363-1362-6863",353013
849,849,"Morgan Stanley","VISA",11,2003,5,2022,"5214-7622-3545-7068",504418
850,850,"JPMorgan Chase","VISA",2,2003,5,2018,"4823-9796-5001-9861",107554
851,851,"Citibank","VISA",1,2003,4,2018,"2678-6919-3345-9173",492814
852,852,"Citibank","MASTER",8,2003,7,2022,"4725-9596-9743-4077",514965
853,853,"Citibank","VISA",11,2001,1,2019,"2678-3634-7450-7964",297115
854,854,"Bank of America","VISA",6,2003,11,2019,"4823-8290-9846-4025",753347
855,855,"Bank of America","MASTER",8,2004,1,2020,"5119-9245-8938-8097",626091
856,856,"Citibank","AMEX",1,2002,2,2020,"4329-9390-8913-4836",638131
857,857,"US Bancorp","VISA",6,2002,10,2019,"4725-3870-7676-5460",944419
858,858,"Bank of America","VISA",2,2004,7,2018,"4725-9815-6627-3058",398616
859,859,"Goldman Sachs","MASTER",4,2001,11,2020,"5214-3210-3292-4510",701039
860,860,"Morgan Stanley","VISA",3,2001,7,2020,"2678-8688-1087-2492",930259
861,861,"Citibank","VISA",3,2001,3,2021,"3768-5133-7925-5312",491729
862,862,"Citibank","VISA",5,2001,6,2020,"5873-6845-5531-4425",362662
863,863,"Bank of America","VISA",2,2001,3,2021,"4725-2170-9774-8191",553315
864,864,"Citibank","VISA",2,2000,2,2021,"4725-6238-3308-6692",437049
865,865,"Citibank","VISA",2,2001,1,2019,"2678-8228-2004-9867",264999
866,866,"Citibank","VISA",5,2001,5,2020,"4329-8551-8110-7501",676514
867,867,"Bank of America","MASTER",9,2001,6,2022,"5214-6709-4852-8865",272745
868,868,"Citibank","VISA",11,2003,6,2021,"4823-7133-3473-7851",616789
869,869,"Citibank","VISA",9,2000,6,2021,"4823-7394-4211-7420",254963
870,870,"Bank of America","MASTER",10,2001,6,2021,"5214-3987-1354-5051",96752
871,871,"Bank of America","VISA",5,2000,9,2020,"5119-7263-3226-2821",617011
872,872,"Morgan Stanley","VISA",9,2004,11,2020,"5873-7353-4596-5259",886800
873,873,"Bank of America","MASTER",3,2004,7,2022,"4823-2544-1458-1456",442051
874,874,"JPMorgan Chase","VISA",6,2002,7,2020,"4823-5792-3861-9361",810470
875,875,"Bank of America","VISA",5,2002,7,2022,"5873-8462-4911-6473",355648
876,876,"Bank of America","MASTER",9,2002,3,2020,"3768-9360-2846-5403",65830
877,877,"Morgan Stanley","VISA",11,2002,2,2019,"4823-6231-7090-7614",233974
878,878,"Wells Fargo","VISA",2,2004,3,2020,"4823-6574-7433-3914",263195
879,879,"Wells Fargo","VISA",1,2002,8,2019,"4823-2804-2572-2489",472062
880,880,"Bank of America","VISA",11,2001,11,2022,"5873-3512-8447-5061",881665
881,881,"JPMorgan Chase","MASTER",7,2001,7,2020,"5873-8014-6764-2124",741831
882,882,"Bank of America","VISA",5,2004,6,2022,"4823-7879-2713-9432",29803
883,883,"Citibank","VISA",2,2003,6,2019,"5873-1662-6222-9004",520947
884,884,"Wells Fargo","VISA",6,2001,2,2021,"2678-8538-2512-1869",50552
885,885,"Citibank","VISA",11,2004,1,2022,"5873-7272-3580-6101",901523
886,886,"Bank of America","MASTER",9,2003,2,2020,"2678-4342-5218-9238",24223
887,887,"Bank of America","AMEX",4,2003,4,2022,"4725-5856-4153-6145",554361
888,888,"Citibank","VISA",1,2004,10,2020,"5214-6069-9039-5714",247260
889,889,"Bank of America","MASTER",10,2004,11,2018,"4329-5243-2650-5557",461263
890,890,"Bank of America","MASTER",9,2003,9,2021,"5873-7679-8084-3939",15237
891,891,"Wells Fargo","VISA",7,2000,2,2019,"4725-2994-4231-2514",961705
892,892,"Citibank","VISA",9,2001,10,2018,"5873-1575-6499-6316",827182
893,893,"Citibank","VISA",5,2000,3,2020,"4329-9298-2073-7683",913484
894,894,"Citibank","VISA",4,2002,6,2018,"5119-6574-2372-9617",429485
895,895,"Bank of America","VISA",8,2002,7,2019,"5873-8018-5499-8930",122131
896,896,"Bank of America","MASTER",8,2002,8,2020,"5119-8757-8386-7251",104017
897,897,"Citibank","VISA",5,2003,2,2018,"5119-2266-9750-5130",510574
898,898,"Citibank","MASTER",2,2000,11,2020,"5214-5586-4239-6328",104251
899,899,"Citibank","VISA",10,2000,6,2020,"2678-6499-2954-6526",845707
900,900,"Citibank","VISA",3,2003,2,2021,"5873-3579-8892-3077",283500
901,901,"JPMorgan Chase","VISA",6,2000,1,2018,"4823-1701-8535-4363",107429
902,902,"Citibank","VISA",6,2000,2,2020,"4329-3922-8245-7308",822406
903,903,"Citibank","AMEX",2,2004,3,2018,"4823-5281-8541-7948",35072
904,904,"Citibank","VISA",1,2000,6,2019,"4823-6865-1804-5782",836568
905,905,"Bank of America","AMEX",6,2001,11,2021,"4329-6004-7170-4522",535079
906,906,"Citibank","VISA",7,2003,2,2018,"4823-8605-9917-1209",146842
907,907,"Goldman Sachs","VISA",4,2004,2,2022,"2678-1332-3263-2592",377254
908,908,"Citibank","VISA",4,2000,7,2018,"5873-7307-6168-7616",920826
909,909,"Bank of America","VISA",7,2004,7,2021,"2678-2353-1127-2380",578365
910,910,"Wells Fargo","VISA",3,2003,7,2022,"4725-7971-5454-1951",519600
911,911,"JPMorgan Chase","VISA",5,2000,8,2018,"5214-7190-4167-4549",612181
912,912,"Wells Fargo","VISA",7,2004,2,2020,"4823-4456-6450-4524",880819
913,913,"JPMorgan Chase","VISA",7,2000,7,2022,"5873-3502-2359-9512",975104
914,914,"Citibank","VISA",3,2001,3,2018,"4823-5175-1260-3287",426454
915,915,"JPMorgan Chase","VISA",5,2000,5,2018,"5873-2958-3804-9741",524151
916,916,"Citibank","VISA",10,2003,11,2019,"5214-7506-2360-3081",126901
917,917,"Bank of America","AMEX",7,2000,6,2021,"4725-5589-4377-5891",290959
918,918,"Bank of America","VISA",3,2000,8,2020,"4823-8753-8883-1551",81020
919,919,"Citibank","VISA",5,2003,4,2020,"3768-6195-5979-2200",755474
920,920,"Citibank","MASTER",9,2002,4,2018,"4725-9038-2324-5950",655978
921,921,"Citibank","VISA",10,2001,2,2022,"5214-4035-2979-6462",883378
922,922,"Bank of America","VISA",10,2002,6,2019,"4823-4464-2042-9880",128000
923,923,"Morgan Stanley","AMEX",9,2002,2,2019,"4823-8502-4435-4720",533487
924,924,"JPMorgan Chase","VISA",4,2004,10,2020,"5214-9164-7527-9657",103795
925,925,"JPMorgan Chase","VISA",4,2003,11,2019,"5873-7196-4786-2611",516312
926,926,"Citibank","VISA",8,2004,4,2018,"5119-9533-3800-9770",262304
927,927,"Wells Fargo","VISA",11,2001,4,2018,"4725-3893-4362-7927",104926
928,928,"Bank of America","VISA",5,2003,11,2020,"4823-9942-1684-2538",984484
929,929,"Bank of America","VISA",9,2000,7,2018,"3768-4336-8336-5306",830945
930,930,"Bank of America","VISA",1,2000,6,2022,"4725-4019-9172-9502",537194
931,931,"Citibank","VISA",9,2003,6,2018,"4725-7567-6142-4180",635125
932,932,"US Bancorp","MASTER",7,2004,1,2018,"5873-2081-8320-4667",810798
933,933,"Bank of America","VISA",11,2001,9,2020,"2678-8309-2244-7707",400427
934,934,"Bank of America","VISA",6,2002,9,2021,"5214-9145-6527-7827",44454
935,935,"Citibank","AMEX",4,2001,5,2020,"3768-5815-3389-1513",791339
936,936,"JPMorgan Chase","VISA",7,2000,2,2021,"5119-9719-1710-6010",886390
937,937,"Citibank","VISA",6,2004,4,2021,"4823-8874-3143-5745",81146
938,938,"Citibank","VISA",2,2000,6,2022,"5214-3565-1236-5492",325892
939,939,"Citibank","VISA",3,2004,7,2021,"5119-5463-6337-9636",50359
940,940,"Citibank","VISA",3,2003,9,2020,"4725-9466-8064-9730",949074
941,941,"Bank of America","MASTER",4,2004,9,2021,"5873-7864-5688-5370",822792
942,942,"Bank of America","VISA",2,2000,11,2021,"3768-4001-5307-5588",183584
943,943,"Citibank","MASTER",10,2000,3,2020,"4725-4091-1432-4350",451452
944,944,"Bank of America","VISA",8,2000,3,2021,"5214-7015-8149-2190",243355
945,945,"Citibank","VISA",4,2000,3,2018,"5873-7896-4162-6523",679012
946,946,"Morgan Stanley","AMEX",11,2002,9,2022,"4823-9017-2425-5906",671218
947,947,"JPMorgan Chase","VISA",3,2003,10,2021,"4329-6232-8754-6199",693896
948,948,"Bank of America","VISA",4,2003,5,2021,"2678-1340-3027-4548",359644
949,949,"Bank of America","MASTER",1,2000,4,2018,"5214-6919-9873-3723",938977
950,950,"Bank of America","MASTER",4,2002,2,2022,"4823-2870-8634-9998",204767
951,951,"Bank of America","VISA",6,2003,7,2019,"5873-9817-5646-3570",797575
952,952,"JPMorgan Chase","AMEX",9,2002,10,2022,"5873-8890-8305-4174",443993
953,953,"Citibank","AMEX",7,2001,6,2018,"4823-1190-7010-3882",545488
954,954,"Citibank","VISA",8,2001,10,2020,"4823-5073-4197-8959",682565
955,955,"Morgan Stanley","VISA",6,2001,2,2021,"5119-7189-5202-6018",447631
956,956,"JPMorgan Chase","VISA",9,2004,5,2018,"5873-3044-3687-4448",558939
957,957,"Citibank","VISA",8,2004,4,2020,"2678-3165-8399-6245",985163
958,958,"PNC Financial Services","MASTER",11,2002,8,2020,"5214-7666-5859-6411",460146
959,959,"Bank of America","VISA",7,2000,7,2021,"5214-8822-5214-6215",777880
960,960,"Citibank","VISA",5,2003,2,2020,"5214-1143-7161-3118",81995
961,961,"Bank of America","VISA",8,2004,2,2021,"3768-5944-9798-6469",251948
962,962,"US Bancorp","VISA",10,2003,1,2021,"4329-1659-5589-9168",562743
963,963,"Citibank","VISA",1,2002,7,2022,"3768-4113-8417-2916",988843
964,964,"Goldman Sachs","VISA",6,2002,2,2022,"5873-9936-1825-7839",338103
965,965,"Citibank","VISA",2,2000,1,2020,"3768-2934-6402-3498",760460
966,966,"PNC Financial Services","VISA",9,2003,11,2020,"5119-2644-5101-5877",36468
967,967,"Citibank","AMEX",7,2004,4,2019,"4823-9802-1527-9293",787839
968,968,"Citibank","VISA",11,2004,10,2018,"4823-7796-4120-1854",45754
969,969,"JPMorgan Chase","VISA",6,2002,11,2020,"4725-3491-5982-4144",951531
970,970,"Bank of America","VISA",11,2004,6,2018,"4329-7510-1837-1918",522675
971,971,"Bank of America","VISA",3,2001,3,2019,"5873-3248-9333-4331",682601
972,972,"Bank of America","VISA",9,2000,10,2021,"4823-7706-5984-5382",341252
973,973,"Morgan Stanley","MASTER",7,2003,6,2018,"5873-4562-1088-3924",260828
